1975: T1_OFF_SHIELD                                                    : T1.0 Shield
8828: T4_2H_HAMMER                                                     : T4.0 Great Hammer
8829: T4_2H_HAMMER@1                                                   : T4.1 Great Hammer
8830: T4_2H_HAMMER@2                                                   : T4.2 Great Hammer
8831: T4_2H_HAMMER@3                                                   : T4.3 Great Hammer
8832: T4_2H_HAMMER@4                                                   : T4.4 Great Hammer
8833: T5_2H_HAMMER                                                     : T5.0 Great Hammer
8834: T5_2H_HAMMER@1                                                   : T5.1 Great Hammer
8835: T5_2H_HAMMER@2                                                   : T5.2 Great Hammer
8836: T5_2H_HAMMER@3                                                   : T5.3 Great Hammer
8837: T5_2H_HAMMER@4                                                   : T5.4 Great Hammer
8838: T6_2H_HAMMER                                                     : T6.0 Great Hammer
8839: T6_2H_HAMMER@1                                                   : T6.1 Great Hammer
8840: T6_2H_HAMMER@2                                                   : T6.2 Great Hammer
8841: T6_2H_HAMMER@3                                                   : T6.3 Great Hammer
8842: T6_2H_HAMMER@4                                                   : T6.4 Great Hammer
8843: T7_2H_HAMMER                                                     : T7.0 Great Hammer
8844: T7_2H_HAMMER@1                                                   : T7.1 Great Hammer
8845: T7_2H_HAMMER@2                                                   : T7.2 Great Hammer
8846: T7_2H_HAMMER@3                                                   : T7.3 Great Hammer
8847: T7_2H_HAMMER@4                                                   : T7.4 Great Hammer
8848: T8_2H_HAMMER                                                     : T8.0 Great Hammer
8849: T8_2H_HAMMER@1                                                   : T8.1 Great Hammer
8850: T8_2H_HAMMER@2                                                   : T8.2 Great Hammer
8851: T8_2H_HAMMER@3                                                   : T8.3 Great Hammer
8852: T8_2H_HAMMER@4                                                   : T8.4 Great Hammer
8853: T4_2H_HAMMER_UNDEAD                                              : T4.0 Tombhammer
8854: T4_2H_HAMMER_UNDEAD@1                                            : T4.1 Tombhammer
8855: T4_2H_HAMMER_UNDEAD@2                                            : T4.2 Tombhammer
8856: T4_2H_HAMMER_UNDEAD@3                                            : T4.3 Tombhammer
8857: T4_2H_HAMMER_UNDEAD@4                                            : T4.4 Tombhammer
8858: T5_2H_HAMMER_UNDEAD                                              : T5.0 Tombhammer
8859: T5_2H_HAMMER_UNDEAD@1                                            : T5.1 Tombhammer
8860: T5_2H_HAMMER_UNDEAD@2                                            : T5.2 Tombhammer
8861: T5_2H_HAMMER_UNDEAD@3                                            : T5.3 Tombhammer
8862: T5_2H_HAMMER_UNDEAD@4                                            : T5.4 Tombhammer
8863: T6_2H_HAMMER_UNDEAD                                              : T6.0 Tombhammer
8864: T6_2H_HAMMER_UNDEAD@1                                            : T6.1 Tombhammer
8865: T6_2H_HAMMER_UNDEAD@2                                            : T6.2 Tombhammer
8866: T6_2H_HAMMER_UNDEAD@3                                            : T6.3 Tombhammer
8867: T6_2H_HAMMER_UNDEAD@4                                            : T6.4 Tombhammer
8868: T7_2H_HAMMER_UNDEAD                                              : T7.0 Tombhammer
8869: T7_2H_HAMMER_UNDEAD@1                                            : T7.1 Tombhammer
8870: T7_2H_HAMMER_UNDEAD@2                                            : T7.2 Tombhammer
8871: T7_2H_HAMMER_UNDEAD@3                                            : T7.3 Tombhammer
8872: T7_2H_HAMMER_UNDEAD@4                                            : T7.4 Tombhammer
8873: T8_2H_HAMMER_UNDEAD                                              : T8.0 Tombhammer
8874: T8_2H_HAMMER_UNDEAD@1                                            : T8.1 Tombhammer
8875: T8_2H_HAMMER_UNDEAD@2                                            : T8.2 Tombhammer
8876: T8_2H_HAMMER_UNDEAD@3                                            : T8.3 Tombhammer
8877: T8_2H_HAMMER_UNDEAD@4                                            : T8.4 Tombhammer
8878: T4_2H_DUALHAMMER_HELL                                            : T4.0 Forge Hammers
8879: T4_2H_DUALHAMMER_HELL@1                                          : T4.1 Forge Hammers
8880: T4_2H_DUALHAMMER_HELL@2                                          : T4.2 Forge Hammers
8881: T4_2H_DUALHAMMER_HELL@3                                          : T4.3 Forge Hammers
8882: T4_2H_DUALHAMMER_HELL@4                                          : T4.4 Forge Hammers
8883: T5_2H_DUALHAMMER_HELL                                            : T5.0 Forge Hammers
8884: T5_2H_DUALHAMMER_HELL@1                                          : T5.1 Forge Hammers
8885: T5_2H_DUALHAMMER_HELL@2                                          : T5.2 Forge Hammers
8886: T5_2H_DUALHAMMER_HELL@3                                          : T5.3 Forge Hammers
8887: T5_2H_DUALHAMMER_HELL@4                                          : T5.4 Forge Hammers
8888: T6_2H_DUALHAMMER_HELL                                            : T6.0 Forge Hammers
8889: T6_2H_DUALHAMMER_HELL@1                                          : T6.1 Forge Hammers
8890: T6_2H_DUALHAMMER_HELL@2                                          : T6.2 Forge Hammers
8891: T6_2H_DUALHAMMER_HELL@3                                          : T6.3 Forge Hammers
8892: T6_2H_DUALHAMMER_HELL@4                                          : T6.4 Forge Hammers
8893: T7_2H_DUALHAMMER_HELL                                            : T7.0 Forge Hammers
8894: T7_2H_DUALHAMMER_HELL@1                                          : T7.1 Forge Hammers
8895: T7_2H_DUALHAMMER_HELL@2                                          : T7.2 Forge Hammers
8896: T7_2H_DUALHAMMER_HELL@3                                          : T7.3 Forge Hammers
8897: T7_2H_DUALHAMMER_HELL@4                                          : T7.4 Forge Hammers
8898: T8_2H_DUALHAMMER_HELL                                            : T8.0 Forge Hammers
8899: T8_2H_DUALHAMMER_HELL@1                                          : T8.1 Forge Hammers
8900: T8_2H_DUALHAMMER_HELL@2                                          : T8.2 Forge Hammers
8901: T8_2H_DUALHAMMER_HELL@3                                          : T8.3 Forge Hammers
8902: T8_2H_DUALHAMMER_HELL@4                                          : T8.4 Forge Hammers
8903: T4_2H_RAM_KEEPER                                                 : T4.0 Grovekeeper
8904: T4_2H_RAM_KEEPER@1                                               : T4.1 Grovekeeper
8905: T4_2H_RAM_KEEPER@2                                               : T4.2 Grovekeeper
8906: T4_2H_RAM_KEEPER@3                                               : T4.3 Grovekeeper
8907: T4_2H_RAM_KEEPER@4                                               : T4.4 Grovekeeper
8908: T5_2H_RAM_KEEPER                                                 : T5.0 Grovekeeper
8909: T5_2H_RAM_KEEPER@1                                               : T5.1 Grovekeeper
8910: T5_2H_RAM_KEEPER@2                                               : T5.2 Grovekeeper
8911: T5_2H_RAM_KEEPER@3                                               : T5.3 Grovekeeper
8912: T5_2H_RAM_KEEPER@4                                               : T5.4 Grovekeeper
8913: T6_2H_RAM_KEEPER                                                 : T6.0 Grovekeeper
8914: T6_2H_RAM_KEEPER@1                                               : T6.1 Grovekeeper
8915: T6_2H_RAM_KEEPER@2                                               : T6.2 Grovekeeper
8916: T6_2H_RAM_KEEPER@3                                               : T6.3 Grovekeeper
8917: T6_2H_RAM_KEEPER@4                                               : T6.4 Grovekeeper
8918: T7_2H_RAM_KEEPER                                                 : T7.0 Grovekeeper
8919: T7_2H_RAM_KEEPER@1                                               : T7.1 Grovekeeper
8920: T7_2H_RAM_KEEPER@2                                               : T7.2 Grovekeeper
8921: T7_2H_RAM_KEEPER@3                                               : T7.3 Grovekeeper
8922: T7_2H_RAM_KEEPER@4                                               : T7.4 Grovekeeper
8923: T8_2H_RAM_KEEPER                                                 : T8.0 Grovekeeper
8924: T8_2H_RAM_KEEPER@1                                               : T8.1 Grovekeeper
8925: T8_2H_RAM_KEEPER@2                                               : T8.2 Grovekeeper
8926: T8_2H_RAM_KEEPER@3                                               : T8.3 Grovekeeper
8927: T8_2H_RAM_KEEPER@4                                               : T8.4 Grovekeeper
8928: T4_2H_HAMMER_AVALON                                              : T4.0 Hand of Justice
8929: T4_2H_HAMMER_AVALON@1                                            : T4.1 Hand of Justice
8930: T4_2H_HAMMER_AVALON@2                                            : T4.2 Hand of Justice
8931: T4_2H_HAMMER_AVALON@3                                            : T4.3 Hand of Justice
8932: T4_2H_HAMMER_AVALON@4                                            : T4.4 Hand of Justice
8933: T5_2H_HAMMER_AVALON                                              : T5.0 Hand of Justice
8934: T5_2H_HAMMER_AVALON@1                                            : T5.1 Hand of Justice
8935: T5_2H_HAMMER_AVALON@2                                            : T5.2 Hand of Justice
8936: T5_2H_HAMMER_AVALON@3                                            : T5.3 Hand of Justice
8937: T5_2H_HAMMER_AVALON@4                                            : T5.4 Hand of Justice
8938: T6_2H_HAMMER_AVALON                                              : T6.0 Hand of Justice
8939: T6_2H_HAMMER_AVALON@1                                            : T6.1 Hand of Justice
8940: T6_2H_HAMMER_AVALON@2                                            : T6.2 Hand of Justice
8941: T6_2H_HAMMER_AVALON@3                                            : T6.3 Hand of Justice
8942: T6_2H_HAMMER_AVALON@4                                            : T6.4 Hand of Justice
8943: T7_2H_HAMMER_AVALON                                              : T7.0 Hand of Justice
8944: T7_2H_HAMMER_AVALON@1                                            : T7.1 Hand of Justice
8945: T7_2H_HAMMER_AVALON@2                                            : T7.2 Hand of Justice
8946: T7_2H_HAMMER_AVALON@3                                            : T7.3 Hand of Justice
8947: T7_2H_HAMMER_AVALON@4                                            : T7.4 Hand of Justice
8948: T8_2H_HAMMER_AVALON                                              : T8.0 Hand of Justice
8949: T8_2H_HAMMER_AVALON@1                                            : T8.1 Hand of Justice
8950: T8_2H_HAMMER_AVALON@2                                            : T8.2 Hand of Justice
8951: T8_2H_HAMMER_AVALON@3                                            : T8.3 Hand of Justice
8952: T8_2H_HAMMER_AVALON@4                                            : T8.4 Hand of Justice
8953: T3_MAIN_MACE                                                     : T3.0 Mace
8954: T4_MAIN_MACE                                                     : T4.0 Mace
8955: T4_MAIN_MACE@1                                                   : T4.1 Mace
8956: T4_MAIN_MACE@2                                                   : T4.2 Mace
8957: T4_MAIN_MACE@3                                                   : T4.3 Mace
8958: T4_MAIN_MACE@4                                                   : T4.4 Mace
8959: T5_MAIN_MACE                                                     : T5.0 Mace
8960: T5_MAIN_MACE@1                                                   : T5.1 Mace
8961: T5_MAIN_MACE@2                                                   : T5.2 Mace
8962: T5_MAIN_MACE@3                                                   : T5.3 Mace
8963: T5_MAIN_MACE@4                                                   : T5.4 Mace
8964: T6_MAIN_MACE                                                     : T6.0 Mace
8965: T6_MAIN_MACE@1                                                   : T6.1 Mace
8966: T6_MAIN_MACE@2                                                   : T6.2 Mace
8967: T6_MAIN_MACE@3                                                   : T6.3 Mace
8968: T6_MAIN_MACE@4                                                   : T6.4 Mace
8969: T7_MAIN_MACE                                                     : T7.0 Mace
8970: T7_MAIN_MACE@1                                                   : T7.1 Mace
8971: T7_MAIN_MACE@2                                                   : T7.2 Mace
8972: T7_MAIN_MACE@3                                                   : T7.3 Mace
8973: T7_MAIN_MACE@4                                                   : T7.4 Mace
8974: T8_MAIN_MACE                                                     : T8.0 Mace
8975: T8_MAIN_MACE@1                                                   : T8.1 Mace
8976: T8_MAIN_MACE@2                                                   : T8.2 Mace
8977: T8_MAIN_MACE@3                                                   : T8.3 Mace
8978: T8_MAIN_MACE@4                                                   : T8.4 Mace
8979: T4_2H_MACE                                                       : T4.0 Heavy Mace
8980: T4_2H_MACE@1                                                     : T4.1 Heavy Mace
8981: T4_2H_MACE@2                                                     : T4.2 Heavy Mace
8982: T4_2H_MACE@3                                                     : T4.3 Heavy Mace
8983: T4_2H_MACE@4                                                     : T4.4 Heavy Mace
8984: T5_2H_MACE                                                       : T5.0 Heavy Mace
8985: T5_2H_MACE@1                                                     : T5.1 Heavy Mace
8986: T5_2H_MACE@2                                                     : T5.2 Heavy Mace
8987: T5_2H_MACE@3                                                     : T5.3 Heavy Mace
8988: T5_2H_MACE@4                                                     : T5.4 Heavy Mace
8989: T6_2H_MACE                                                       : T6.0 Heavy Mace
8990: T6_2H_MACE@1                                                     : T6.1 Heavy Mace
8991: T6_2H_MACE@2                                                     : T6.2 Heavy Mace
8992: T6_2H_MACE@3                                                     : T6.3 Heavy Mace
8993: T6_2H_MACE@4                                                     : T6.4 Heavy Mace
8994: T7_2H_MACE                                                       : T7.0 Heavy Mace
8995: T7_2H_MACE@1                                                     : T7.1 Heavy Mace
8996: T7_2H_MACE@2                                                     : T7.2 Heavy Mace
8997: T7_2H_MACE@3                                                     : T7.3 Heavy Mace
8998: T7_2H_MACE@4                                                     : T7.4 Heavy Mace
8999: T8_2H_MACE                                                       : T8.0 Heavy Mace
9000: T8_2H_MACE@1                                                     : T8.1 Heavy Mace
9001: T8_2H_MACE@2                                                     : T8.2 Heavy Mace
9002: T8_2H_MACE@3                                                     : T8.3 Heavy Mace
9003: T8_2H_MACE@4                                                     : T8.4 Heavy Mace
9004: T4_2H_FLAIL                                                      : T4.0 Morning Star
9005: T4_2H_FLAIL@1                                                    : T4.1 Morning Star
9006: T4_2H_FLAIL@2                                                    : T4.2 Morning Star
9007: T4_2H_FLAIL@3                                                    : T4.3 Morning Star
9008: T4_2H_FLAIL@4                                                    : T4.4 Morning Star
9009: T5_2H_FLAIL                                                      : T5.0 Morning Star
9010: T5_2H_FLAIL@1                                                    : T5.1 Morning Star
9011: T5_2H_FLAIL@2                                                    : T5.2 Morning Star
9012: T5_2H_FLAIL@3                                                    : T5.3 Morning Star
9013: T5_2H_FLAIL@4                                                    : T5.4 Morning Star
9014: T6_2H_FLAIL                                                      : T6.0 Morning Star
9015: T6_2H_FLAIL@1                                                    : T6.1 Morning Star
9016: T6_2H_FLAIL@2                                                    : T6.2 Morning Star
9017: T6_2H_FLAIL@3                                                    : T6.3 Morning Star
9018: T6_2H_FLAIL@4                                                    : T6.4 Morning Star
9019: T7_2H_FLAIL                                                      : T7.0 Morning Star
9020: T7_2H_FLAIL@1                                                    : T7.1 Morning Star
9021: T7_2H_FLAIL@2                                                    : T7.2 Morning Star
9022: T7_2H_FLAIL@3                                                    : T7.3 Morning Star
9023: T7_2H_FLAIL@4                                                    : T7.4 Morning Star
9024: T8_2H_FLAIL                                                      : T8.0 Morning Star
9025: T8_2H_FLAIL@1                                                    : T8.1 Morning Star
9026: T8_2H_FLAIL@2                                                    : T8.2 Morning Star
9027: T8_2H_FLAIL@3                                                    : T8.3 Morning Star
9028: T8_2H_FLAIL@4                                                    : T8.4 Morning Star
9029: T4_MAIN_ROCKMACE_KEEPER                                          : T4.0 Bedrock Mace
9030: T4_MAIN_ROCKMACE_KEEPER@1                                        : T4.1 Bedrock Mace
9031: T4_MAIN_ROCKMACE_KEEPER@2                                        : T4.2 Bedrock Mace
9032: T4_MAIN_ROCKMACE_KEEPER@3                                        : T4.3 Bedrock Mace
9033: T4_MAIN_ROCKMACE_KEEPER@4                                        : T4.4 Bedrock Mace
9034: T5_MAIN_ROCKMACE_KEEPER                                          : T5.0 Bedrock Mace
9035: T5_MAIN_ROCKMACE_KEEPER@1                                        : T5.1 Bedrock Mace
9036: T5_MAIN_ROCKMACE_KEEPER@2                                        : T5.2 Bedrock Mace
9037: T5_MAIN_ROCKMACE_KEEPER@3                                        : T5.3 Bedrock Mace
9038: T5_MAIN_ROCKMACE_KEEPER@4                                        : T5.4 Bedrock Mace
9039: T6_MAIN_ROCKMACE_KEEPER                                          : T6.0 Bedrock Mace
9040: T6_MAIN_ROCKMACE_KEEPER@1                                        : T6.1 Bedrock Mace
9041: T6_MAIN_ROCKMACE_KEEPER@2                                        : T6.2 Bedrock Mace
9042: T6_MAIN_ROCKMACE_KEEPER@3                                        : T6.3 Bedrock Mace
9043: T6_MAIN_ROCKMACE_KEEPER@4                                        : T6.4 Bedrock Mace
9044: T7_MAIN_ROCKMACE_KEEPER                                          : T7.0 Bedrock Mace
9045: T7_MAIN_ROCKMACE_KEEPER@1                                        : T7.1 Bedrock Mace
9046: T7_MAIN_ROCKMACE_KEEPER@2                                        : T7.2 Bedrock Mace
9047: T7_MAIN_ROCKMACE_KEEPER@3                                        : T7.3 Bedrock Mace
9048: T7_MAIN_ROCKMACE_KEEPER@4                                        : T7.4 Bedrock Mace
9049: T8_MAIN_ROCKMACE_KEEPER                                          : T8.0 Bedrock Mace
9050: T8_MAIN_ROCKMACE_KEEPER@1                                        : T8.1 Bedrock Mace
9051: T8_MAIN_ROCKMACE_KEEPER@2                                        : T8.2 Bedrock Mace
9052: T8_MAIN_ROCKMACE_KEEPER@3                                        : T8.3 Bedrock Mace
9053: T8_MAIN_ROCKMACE_KEEPER@4                                        : T8.4 Bedrock Mace
9054: T4_MAIN_MACE_HELL                                                : T4.0 Incubus Mace
9055: T4_MAIN_MACE_HELL@1                                              : T4.1 Incubus Mace
9056: T4_MAIN_MACE_HELL@2                                              : T4.2 Incubus Mace
9057: T4_MAIN_MACE_HELL@3                                              : T4.3 Incubus Mace
9058: T4_MAIN_MACE_HELL@4                                              : T4.4 Incubus Mace
9059: T5_MAIN_MACE_HELL                                                : T5.0 Incubus Mace
9060: T5_MAIN_MACE_HELL@1                                              : T5.1 Incubus Mace
9061: T5_MAIN_MACE_HELL@2                                              : T5.2 Incubus Mace
9062: T5_MAIN_MACE_HELL@3                                              : T5.3 Incubus Mace
9063: T5_MAIN_MACE_HELL@4                                              : T5.4 Incubus Mace
9064: T6_MAIN_MACE_HELL                                                : T6.0 Incubus Mace
9065: T6_MAIN_MACE_HELL@1                                              : T6.1 Incubus Mace
9066: T6_MAIN_MACE_HELL@2                                              : T6.2 Incubus Mace
9067: T6_MAIN_MACE_HELL@3                                              : T6.3 Incubus Mace
9068: T6_MAIN_MACE_HELL@4                                              : T6.4 Incubus Mace
9069: T7_MAIN_MACE_HELL                                                : T7.0 Incubus Mace
9070: T7_MAIN_MACE_HELL@1                                              : T7.1 Incubus Mace
9071: T7_MAIN_MACE_HELL@2                                              : T7.2 Incubus Mace
9072: T7_MAIN_MACE_HELL@3                                              : T7.3 Incubus Mace
9073: T7_MAIN_MACE_HELL@4                                              : T7.4 Incubus Mace
9074: T8_MAIN_MACE_HELL                                                : T8.0 Incubus Mace
9075: T8_MAIN_MACE_HELL@1                                              : T8.1 Incubus Mace
9076: T8_MAIN_MACE_HELL@2                                              : T8.2 Incubus Mace
9077: T8_MAIN_MACE_HELL@3                                              : T8.3 Incubus Mace
9078: T8_MAIN_MACE_HELL@4                                              : T8.4 Incubus Mace
9079: T4_2H_MACE_MORGANA                                               : T4.0 Camlann Mace
9080: T4_2H_MACE_MORGANA@1                                             : T4.1 Camlann Mace
9081: T4_2H_MACE_MORGANA@2                                             : T4.2 Camlann Mace
9082: T4_2H_MACE_MORGANA@3                                             : T4.3 Camlann Mace
9083: T4_2H_MACE_MORGANA@4                                             : T4.4 Camlann Mace
9084: T5_2H_MACE_MORGANA                                               : T5.0 Camlann Mace
9085: T5_2H_MACE_MORGANA@1                                             : T5.1 Camlann Mace
9086: T5_2H_MACE_MORGANA@2                                             : T5.2 Camlann Mace
9087: T5_2H_MACE_MORGANA@3                                             : T5.3 Camlann Mace
9088: T5_2H_MACE_MORGANA@4                                             : T5.4 Camlann Mace
9089: T6_2H_MACE_MORGANA                                               : T6.0 Camlann Mace
9090: T6_2H_MACE_MORGANA@1                                             : T6.1 Camlann Mace
9091: T6_2H_MACE_MORGANA@2                                             : T6.2 Camlann Mace
9092: T6_2H_MACE_MORGANA@3                                             : T6.3 Camlann Mace
9093: T6_2H_MACE_MORGANA@4                                             : T6.4 Camlann Mace
9094: T7_2H_MACE_MORGANA                                               : T7.0 Camlann Mace
9095: T7_2H_MACE_MORGANA@1                                             : T7.1 Camlann Mace
9096: T7_2H_MACE_MORGANA@2                                             : T7.2 Camlann Mace
9097: T7_2H_MACE_MORGANA@3                                             : T7.3 Camlann Mace
9098: T7_2H_MACE_MORGANA@4                                             : T7.4 Camlann Mace
9099: T8_2H_MACE_MORGANA                                               : T8.0 Camlann Mace
9100: T8_2H_MACE_MORGANA@1                                             : T8.1 Camlann Mace
9101: T8_2H_MACE_MORGANA@2                                             : T8.2 Camlann Mace
9102: T8_2H_MACE_MORGANA@3                                             : T8.3 Camlann Mace
9103: T8_2H_MACE_MORGANA@4                                             : T8.4 Camlann Mace
9104: T4_2H_DUALMACE_AVALON                                            : T4.0 Oathkeepers
9105: T4_2H_DUALMACE_AVALON@1                                          : T4.1 Oathkeepers
9106: T4_2H_DUALMACE_AVALON@2                                          : T4.2 Oathkeepers
9107: T4_2H_DUALMACE_AVALON@3                                          : T4.3 Oathkeepers
9108: T4_2H_DUALMACE_AVALON@4                                          : T4.4 Oathkeepers
9109: T5_2H_DUALMACE_AVALON                                            : T5.0 Oathkeepers
9110: T5_2H_DUALMACE_AVALON@1                                          : T5.1 Oathkeepers
9111: T5_2H_DUALMACE_AVALON@2                                          : T5.2 Oathkeepers
9112: T5_2H_DUALMACE_AVALON@3                                          : T5.3 Oathkeepers
9113: T5_2H_DUALMACE_AVALON@4                                          : T5.4 Oathkeepers
9114: T6_2H_DUALMACE_AVALON                                            : T6.0 Oathkeepers
9115: T6_2H_DUALMACE_AVALON@1                                          : T6.1 Oathkeepers
9116: T6_2H_DUALMACE_AVALON@2                                          : T6.2 Oathkeepers
9117: T6_2H_DUALMACE_AVALON@3                                          : T6.3 Oathkeepers
9118: T6_2H_DUALMACE_AVALON@4                                          : T6.4 Oathkeepers
9119: T7_2H_DUALMACE_AVALON                                            : T7.0 Oathkeepers
9120: T7_2H_DUALMACE_AVALON@1                                          : T7.1 Oathkeepers
9121: T7_2H_DUALMACE_AVALON@2                                          : T7.2 Oathkeepers
9122: T7_2H_DUALMACE_AVALON@3                                          : T7.3 Oathkeepers
9123: T7_2H_DUALMACE_AVALON@4                                          : T7.4 Oathkeepers
9124: T8_2H_DUALMACE_AVALON                                            : T8.0 Oathkeepers
9125: T8_2H_DUALMACE_AVALON@1                                          : T8.1 Oathkeepers
9126: T8_2H_DUALMACE_AVALON@2                                          : T8.2 Oathkeepers
9127: T8_2H_DUALMACE_AVALON@3                                          : T8.3 Oathkeepers
9128: T8_2H_DUALMACE_AVALON@4                                          : T8.4 Oathkeepers
9129: T4_MAIN_MACE_CRYSTAL                                             : T4.0 Dreadstorm Monarch
9130: T4_MAIN_MACE_CRYSTAL@1                                           : T4.1 Dreadstorm Monarch
9131: T4_MAIN_MACE_CRYSTAL@2                                           : T4.2 Dreadstorm Monarch
9132: T4_MAIN_MACE_CRYSTAL@3                                           : T4.3 Dreadstorm Monarch
9133: T4_MAIN_MACE_CRYSTAL@4                                           : T4.4 Dreadstorm Monarch
9134: T5_MAIN_MACE_CRYSTAL                                             : T5.0 Dreadstorm Monarch
9135: T5_MAIN_MACE_CRYSTAL@1                                           : T5.1 Dreadstorm Monarch
9136: T5_MAIN_MACE_CRYSTAL@2                                           : T5.2 Dreadstorm Monarch
9137: T5_MAIN_MACE_CRYSTAL@3                                           : T5.3 Dreadstorm Monarch
9138: T5_MAIN_MACE_CRYSTAL@4                                           : T5.4 Dreadstorm Monarch
9139: T6_MAIN_MACE_CRYSTAL                                             : T6.0 Dreadstorm Monarch
9140: T6_MAIN_MACE_CRYSTAL@1                                           : T6.1 Dreadstorm Monarch
9141: T6_MAIN_MACE_CRYSTAL@2                                           : T6.2 Dreadstorm Monarch
9142: T6_MAIN_MACE_CRYSTAL@3                                           : T6.3 Dreadstorm Monarch
9143: T6_MAIN_MACE_CRYSTAL@4                                           : T6.4 Dreadstorm Monarch
9144: T7_MAIN_MACE_CRYSTAL                                             : T7.0 Dreadstorm Monarch
9145: T7_MAIN_MACE_CRYSTAL@1                                           : T7.1 Dreadstorm Monarch
9146: T7_MAIN_MACE_CRYSTAL@2                                           : T7.2 Dreadstorm Monarch
9147: T7_MAIN_MACE_CRYSTAL@3                                           : T7.3 Dreadstorm Monarch
9148: T7_MAIN_MACE_CRYSTAL@4                                           : T7.4 Dreadstorm Monarch
9149: T8_MAIN_MACE_CRYSTAL                                             : T8.0 Dreadstorm Monarch
9150: T8_MAIN_MACE_CRYSTAL@1                                           : T8.1 Dreadstorm Monarch
9151: T8_MAIN_MACE_CRYSTAL@2                                           : T8.2 Dreadstorm Monarch
9152: T8_MAIN_MACE_CRYSTAL@3                                           : T8.3 Dreadstorm Monarch
9153: T8_MAIN_MACE_CRYSTAL@4                                           : T8.4 Dreadstorm Monarch
9154: T3_2H_KNUCKLES_SET1                                              : T3.0 Brawler Gloves
9155: T4_2H_KNUCKLES_SET1                                              : T4.0 Brawler Gloves
9156: T4_2H_KNUCKLES_SET1@1                                            : T4.1 Brawler Gloves
9157: T4_2H_KNUCKLES_SET1@2                                            : T4.2 Brawler Gloves
9158: T4_2H_KNUCKLES_SET1@3                                            : T4.3 Brawler Gloves
9159: T4_2H_KNUCKLES_SET1@4                                            : T4.4 Brawler Gloves
9160: T5_2H_KNUCKLES_SET1                                              : T5.0 Brawler Gloves
9161: T5_2H_KNUCKLES_SET1@1                                            : T5.1 Brawler Gloves
9162: T5_2H_KNUCKLES_SET1@2                                            : T5.2 Brawler Gloves
9163: T5_2H_KNUCKLES_SET1@3                                            : T5.3 Brawler Gloves
9164: T5_2H_KNUCKLES_SET1@4                                            : T5.4 Brawler Gloves
9165: T6_2H_KNUCKLES_SET1                                              : T6.0 Brawler Gloves
9166: T6_2H_KNUCKLES_SET1@1                                            : T6.1 Brawler Gloves
9167: T6_2H_KNUCKLES_SET1@2                                            : T6.2 Brawler Gloves
9168: T6_2H_KNUCKLES_SET1@3                                            : T6.3 Brawler Gloves
9169: T6_2H_KNUCKLES_SET1@4                                            : T6.4 Brawler Gloves
9170: T7_2H_KNUCKLES_SET1                                              : T7.0 Brawler Gloves
9171: T7_2H_KNUCKLES_SET1@1                                            : T7.1 Brawler Gloves
9172: T7_2H_KNUCKLES_SET1@2                                            : T7.2 Brawler Gloves
9173: T7_2H_KNUCKLES_SET1@3                                            : T7.3 Brawler Gloves
9174: T7_2H_KNUCKLES_SET1@4                                            : T7.4 Brawler Gloves
9175: T8_2H_KNUCKLES_SET1                                              : T8.0 Brawler Gloves
9176: T8_2H_KNUCKLES_SET1@1                                            : T8.1 Brawler Gloves
9177: T8_2H_KNUCKLES_SET1@2                                            : T8.2 Brawler Gloves
9178: T8_2H_KNUCKLES_SET1@3                                            : T8.3 Brawler Gloves
9179: T8_2H_KNUCKLES_SET1@4                                            : T8.4 Brawler Gloves
9180: T4_2H_KNUCKLES_SET2                                              : T4.0 Battle Bracers
9181: T4_2H_KNUCKLES_SET2@1                                            : T4.1 Battle Bracers
9182: T4_2H_KNUCKLES_SET2@2                                            : T4.2 Battle Bracers
9183: T4_2H_KNUCKLES_SET2@3                                            : T4.3 Battle Bracers
9184: T4_2H_KNUCKLES_SET2@4                                            : T4.4 Battle Bracers
9185: T5_2H_KNUCKLES_SET2                                              : T5.0 Battle Bracers
9186: T5_2H_KNUCKLES_SET2@1                                            : T5.1 Battle Bracers
9187: T5_2H_KNUCKLES_SET2@2                                            : T5.2 Battle Bracers
9188: T5_2H_KNUCKLES_SET2@3                                            : T5.3 Battle Bracers
9189: T5_2H_KNUCKLES_SET2@4                                            : T5.4 Battle Bracers
9190: T6_2H_KNUCKLES_SET2                                              : T6.0 Battle Bracers
9191: T6_2H_KNUCKLES_SET2@1                                            : T6.1 Battle Bracers
9192: T6_2H_KNUCKLES_SET2@2                                            : T6.2 Battle Bracers
9193: T6_2H_KNUCKLES_SET2@3                                            : T6.3 Battle Bracers
9194: T6_2H_KNUCKLES_SET2@4                                            : T6.4 Battle Bracers
9195: T7_2H_KNUCKLES_SET2                                              : T7.0 Battle Bracers
9196: T7_2H_KNUCKLES_SET2@1                                            : T7.1 Battle Bracers
9197: T7_2H_KNUCKLES_SET2@2                                            : T7.2 Battle Bracers
9198: T7_2H_KNUCKLES_SET2@3                                            : T7.3 Battle Bracers
9199: T7_2H_KNUCKLES_SET2@4                                            : T7.4 Battle Bracers
9200: T8_2H_KNUCKLES_SET2                                              : T8.0 Battle Bracers
9201: T8_2H_KNUCKLES_SET2@1                                            : T8.1 Battle Bracers
9202: T8_2H_KNUCKLES_SET2@2                                            : T8.2 Battle Bracers
9203: T8_2H_KNUCKLES_SET2@3                                            : T8.3 Battle Bracers
9204: T8_2H_KNUCKLES_SET2@4                                            : T8.4 Battle Bracers
